wafer_id,defect_class,diameter,lot_name,failure_ratio
wafer_001076,near-full,8,lot_004,0.20829752375467608
wafer_001077,edge-loc,6,lot_098,0.08517744309272134
wafer_001078,edge-ring,6,lot_057,0.2029872710402821
wafer_001079,donut,8,lot_026,0.2159067151995468
wafer_001080,edge-ring,8,lot_079,0.12192129564992986
wafer_001081,none,6,lot_095,0.0
wafer_001082,edge-ring,8,lot_070,0.22357263306336142
wafer_001083,edge-loc,6,lot_067,0.08362604130045044
wafer_001084,local,8,lot_029,0.04729609498959603
wafer_001085,random,8,lot_095,0.11831004670805571
wafer_001086,center,6,lot_025,0.26933722029694906
wafer_001087,edge-ring,6,lot_070,0.04890292852137605
wafer_001088,donut,8,lot_015,0.016907405696559977
wafer_001089,local,6,lot_024,0.16644855909983
wafer_001090,edge-loc,8,lot_001,0.29613120337416354
wafer_001091,random,8,lot_021,0.15109485641695877
wafer_001092,local,12,lot_041,0.14750281322322722
wafer_001093,random,12,lot_031,0.04963894450778919
wafer_001094,random,12,lot_047,0.288867701925231
wafer_001095,edge-ring,8,lot_005,0.02667711430165407
wafer_001096,near-full,8,lot_079,0.269937327262492
wafer_001097,edge-loc,8,lot_015,0.08734490612983416
wafer_001098,scratch,8,lot_028,0.01409695958171477
wafer_001099,edge-ring,12,lot_024,0.06077868685898584
wafer_001100,random,8,lot_070,0.12488044565892016
wafer_001101,center,8,lot_033,0.26871346353383085
wafer_001102,scratch,8,lot_054,0.10437253364411503
wafer_001103,edge-ring,8,lot_027,0.021127224451157608
wafer_001104,local,8,lot_080,0.054406580610439965
wafer_001105,scratch,6,lot_023,0.13049723542530736
wafer_001106,edge-ring,6,lot_088,0.10284993947718958
wafer_001107,near-full,8,lot_057,0.07620697824109109
wafer_001108,edge-ring,6,lot_080,0.24754457072134867
wafer_001109,none,12,lot_079,0.0
wafer_001110,none,6,lot_031,0.0
wafer_001111,edge-loc,8,lot_063,0.28008883559302283
wafer_001112,edge-loc,12,lot_039,0.2653657551858274
wafer_001113,edge-ring,12,lot_020,0.1039767106495645
wafer_001114,local,8,lot_041,0.2958916536001568
wafer_001115,donut,8,lot_033,0.07208320315673479
wafer_001116,edge-ring,8,lot_003,0.013259763203154138
wafer_001117,near-full,8,lot_074,0.25730945889439855
wafer_001118,donut,12,lot_040,0.23945727752095147
wafer_001119,donut,8,lot_051,0.247387399900037
wafer_001120,edge-loc,12,lot_060,0.18361866676088864
wafer_001121,edge-loc,12,lot_051,0.15470419636425428
wafer_001122,scratch,8,lot_048,0.2874545951226327
wafer_001123,donut,12,lot_070,0.19813117534830765
wafer_001124,edge-loc,8,lot_073,0.2355085417601158
wafer_001125,random,12,lot_014,0.25482637069164293
wafer_001126,scratch,8,lot_043,0.1820658067912021
wafer_001127,edge-loc,6,lot_047,0.11675925054402736
wafer_001128,edge-ring,8,lot_067,0.208519413292478
wafer_001129,edge-loc,8,lot_089,0.2824210631578372
wafer_001130,edge-loc,8,lot_063,0.01960081886298299
wafer_001131,none,6,lot_023,0.0
wafer_001132,center,12,lot_085,0.2786616173460219
wafer_001133,local,6,lot_078,0.18121582167793793
wafer_001134,local,12,lot_086,0.0373311466926436
wafer_001135,edge-loc,8,lot_020,0.026720561266295587
wafer_001136,edge-loc,8,lot_011,0.20108651705797848
wafer_001137,near-full,12,lot_058,0.16557796814533018
wafer_001138,edge-loc,6,lot_013,0.04137333337337173
wafer_001139,edge-loc,8,lot_012,0.06727210985576915
wafer_001140,center,12,lot_083,0.1562724944336208
wafer_001141,edge-ring,6,lot_057,0.12722563404853088
wafer_001142,donut,12,lot_091,0.03461622354105806
wafer_001143,none,6,lot_011,0.0
wafer_001144,local,6,lot_096,0.27018460030794883
wafer_001145,donut,12,lot_096,0.08236881992989172
wafer_001146,center,12,lot_079,0.2531144950666918
wafer_001147,edge-ring,8,lot_017,0.15835619577659435
wafer_001148,none,12,lot_052,0.0
wafer_001149,donut,8,lot_088,0.2873865305643701
wafer_001150,edge-loc,8,lot_037,0.20155239523653118
wafer_001151,local,6,lot_092,0.19647063886686647
wafer_001152,edge-loc,8,lot_026,0.16064455532313193
wafer_001153,edge-ring,8,lot_025,0.2931437507598562
wafer_001154,scratch,6,lot_091,0.2185683525359768
wafer_001155,edge-ring,6,lot_034,0.22874993429400503
wafer_001156,edge-loc,6,lot_009,0.27457449165827674
wafer_001157,edge-loc,6,lot_023,0.18181747188146496
wafer_001158,none,12,lot_093,0.0
wafer_001159,random,8,lot_024,0.1338046789478335
wafer_001160,edge-ring,8,lot_043,0.08756969216989596
wafer_001161,edge-ring,12,lot_067,0.17920619721029268
wafer_001162,edge-loc,8,lot_064,0.13722913822180943
wafer_001163,donut,12,lot_055,0.26524390926031166
wafer_001164,edge-loc,6,lot_021,0.25053852592257936
wafer_001165,edge-ring,8,lot_001,0.019336256701395303
wafer_001166,edge-ring,8,lot_037,0.10714879119761649
wafer_001167,center,8,lot_095,0.26740042443835316
wafer_001168,none,6,lot_008,0.0
wafer_001169,none,8,lot_037,0.0
wafer_001170,none,6,lot_015,0.0
wafer_001171,edge-ring,8,lot_022,0.28865120363277924
wafer_001172,local,8,lot_080,0.10382820101218644
wafer_001173,donut,6,lot_069,0.11463647391697881
wafer_001174,edge-loc,6,lot_065,0.2276416672832559
wafer_001175,local,6,lot_022,0.23845734673349334
wafer_001176,center,8,lot_048,0.050603634149048234
wafer_001177,edge-ring,8,lot_025,0.25071612414667055
wafer_001178,center,6,lot_082,0.296254077275768
wafer_001179,local,8,lot_057,0.08202410710628183
wafer_001180,scratch,6,lot_088,0.21440256461057866
wafer_001181,random,6,lot_064,0.0921788827008218
wafer_001182,none,6,lot_046,0.0
wafer_001183,none,6,lot_044,0.0
wafer_001184,local,6,lot_050,0.11863005262257384
wafer_001185,local,8,lot_019,0.03402208967364802
wafer_001186,edge-loc,6,lot_037,0.23535260652579187
wafer_001187,local,8,lot_081,0.056003633732349234
wafer_001188,random,6,lot_052,0.08120436204514411
wafer_001189,edge-loc,8,lot_096,0.2977289758623223
wafer_001190,none,8,lot_013,0.0
wafer_001191,local,6,lot_076,0.059603930812747445
wafer_001192,random,8,lot_051,0.2343147310288033
wafer_001193,none,8,lot_020,0.0
wafer_001194,center,8,lot_055,0.049608878350343284
wafer_001195,center,6,lot_033,0.046006454790947844
wafer_001196,donut,6,lot_072,0.03505636827270576
wafer_001197,local,12,lot_039,0.24622247006838643
wafer_001198,center,12,lot_060,0.20734557266711842
wafer_001199,edge-loc,8,lot_046,0.22644736033898022
wafer_001200,edge-loc,8,lot_025,0.012020242227696872
wafer_001201,scratch,6,lot_033,0.12625898543258837
wafer_001202,center,6,lot_072,0.2538814924390152
wafer_001203,edge-ring,8,lot_073,0.14570280428160776
wafer_001204,none,6,lot_009,0.0
wafer_001205,none,6,lot_067,0.0
wafer_001206,near-full,12,lot_005,0.010720495929064775
wafer_001207,local,6,lot_090,0.16155318853313816
wafer_001208,random,8,lot_006,0.25919240640074603
wafer_001209,edge-ring,6,lot_088,0.08544747491666083
wafer_001210,edge-ring,6,lot_032,0.220019201592615
wafer_001211,donut,6,lot_068,0.2010397487617292
wafer_001212,random,8,lot_002,0.11180474684661158
wafer_001213,local,12,lot_034,0.11357709256671204
wafer_001214,scratch,12,lot_051,0.24085398219989224
wafer_001215,local,6,lot_039,0.13674438567454636
wafer_001216,local,12,lot_087,0.12981173607014795
wafer_001217,edge-ring,6,lot_053,0.09479929842168672
wafer_001218,local,8,lot_033,0.22868781512986133
wafer_001219,local,12,lot_037,0.03812432796794569
wafer_001220,local,6,lot_056,0.17666523907151727
wafer_001221,none,6,lot_015,0.0
wafer_001222,none,6,lot_070,0.0
wafer_001223,edge-ring,8,lot_052,0.07187515116281547
wafer_001224,none,12,lot_090,0.0
wafer_001225,none,8,lot_020,0.0
wafer_001226,edge-ring,8,lot_080,0.24729676105225556
wafer_001227,edge-ring,6,lot_048,0.016414480618681344
wafer_001228,center,6,lot_081,0.07803330024812023
wafer_001229,edge-loc,8,lot_097,0.11633899035416453
wafer_001230,center,6,lot_035,0.05106212116934104
wafer_001231,edge-loc,6,lot_074,0.014537288998468154
wafer_001232,near-full,8,lot_006,0.232065020023726
wafer_001233,center,8,lot_006,0.2887119959606076
wafer_001234,donut,8,lot_065,0.21705178217216903
wafer_001235,random,8,lot_018,0.17796733065275594
wafer_001236,scratch,6,lot_047,0.06867046536893696
wafer_001237,none,8,lot_052,0.0
wafer_001238,scratch,8,lot_030,0.10435687564654739
wafer_001239,near-full,12,lot_026,0.14950896244163983
wafer_001240,none,6,lot_068,0.0
wafer_001241,scratch,12,lot_018,0.20946619239799324
wafer_001242,local,6,lot_063,0.20205791753020502
wafer_001243,center,8,lot_040,0.09519794033763404
wafer_001244,center,12,lot_080,0.27820744942606024
wafer_001245,local,6,lot_094,0.29990344495298044
wafer_001246,random,8,lot_032,0.09332739580476909
wafer_001247,edge-ring,8,lot_061,0.21336572732023468
wafer_001248,local,12,lot_012,0.24679290915271332
wafer_001249,center,6,lot_067,0.15850441126937678
wafer_001250,donut,12,lot_086,0.22557252998784225
wafer_001251,edge-ring,6,lot_023,0.14632501053640906
wafer_001252,edge-ring,8,lot_094,0.16130817121181318
wafer_001253,random,8,lot_044,0.20399374131222142
wafer_001254,local,12,lot_061,0.18787734964021383
wafer_001255,donut,8,lot_069,0.07187246228975905
wafer_001256,center,6,lot_030,0.06822504173653031
wafer_001257,none,8,lot_091,0.0
wafer_001258,none,8,lot_081,0.0
wafer_001259,center,6,lot_038,0.16563516315280077
wafer_001260,edge-ring,12,lot_053,0.20029291939120183
wafer_001261,scratch,6,lot_049,0.17938619437762165
wafer_001262,local,6,lot_027,0.03859934986856713
wafer_001263,none,6,lot_073,0.0
wafer_001264,edge-ring,8,lot_055,0.16570981354532785
wafer_001265,center,8,lot_007,0.12018789840112891
wafer_001266,edge-ring,8,lot_032,0.18604988603196035
wafer_001267,none,8,lot_039,0.0
wafer_001268,center,8,lot_071,0.16083927290288708
wafer_001269,donut,6,lot_023,0.08685532870891731
wafer_001270,edge-loc,12,lot_051,0.2528283168898426
wafer_001271,near-full,6,lot_029,0.2679095340647348
wafer_001272,random,8,lot_029,0.19833565810107343
wafer_001273,edge-ring,6,lot_018,0.1363293080940951
wafer_001274,edge-ring,12,lot_047,0.10445781021167802
wafer_001275,scratch,6,lot_026,0.0551187023330396
wafer_001276,near-full,8,lot_005,0.16583565648466136
wafer_001277,none,8,lot_055,0.0
wafer_001278,random,6,lot_086,0.2167737775415895
wafer_001279,none,6,lot_057,0.0
wafer_001280,center,6,lot_065,0.23948562756598962
wafer_001281,none,12,lot_008,0.0
wafer_001282,near-full,6,lot_083,0.2836982866792826
wafer_001283,local,12,lot_065,0.13087734599279469
wafer_001284,center,6,lot_073,0.27869251004544293
wafer_001285,none,8,lot_092,0.0
wafer_001286,random,8,lot_044,0.23244644078298235
wafer_001287,center,8,lot_088,0.047333516620455124
wafer_001288,none,12,lot_017,0.0
wafer_001289,none,6,lot_012,0.0
wafer_001290,none,8,lot_017,0.0
wafer_001291,edge-ring,8,lot_039,0.19745681970108578
wafer_001292,none,6,lot_008,0.0
wafer_001293,edge-loc,8,lot_096,0.07044278072270196
wafer_001294,edge-loc,6,lot_022,0.18056998047222617
wafer_001295,random,8,lot_017,0.06468444212825679
wafer_001296,none,6,lot_046,0.0
wafer_001297,edge-loc,6,lot_066,0.17879501522142285
wafer_001298,donut,8,lot_022,0.09596080751835104
wafer_001299,scratch,6,lot_017,0.03646450269229971
wafer_001300,scratch,12,lot_063,0.08205273773379673
wafer_001301,local,8,lot_084,0.2058616113967477
wafer_001302,edge-loc,12,lot_016,0.22832890209629
wafer_001303,donut,8,lot_083,0.15990432292416892
wafer_001304,local,6,lot_038,0.12269551515634486
wafer_001305,scratch,6,lot_080,0.22859180074461502
wafer_001306,scratch,8,lot_087,0.2502704607414508
wafer_001307,edge-loc,6,lot_066,0.21856376866326058
wafer_001308,local,6,lot_061,0.03474195818897163
wafer_001309,scratch,6,lot_026,0.14303824485222305
wafer_001310,center,8,lot_059,0.014952276117945962
wafer_001311,edge-ring,12,lot_029,0.21548031594499642
wafer_001312,none,8,lot_041,0.0
wafer_001313,edge-ring,6,lot_062,0.20566514848637815
wafer_001314,local,12,lot_093,0.06649378428687462
wafer_001315,edge-ring,12,lot_081,0.01413706471986971
wafer_001316,edge-ring,12,lot_006,0.06795488898119859
wafer_001317,center,12,lot_087,0.21420695446833016
wafer_001318,donut,8,lot_080,0.22646966275429148
wafer_001319,center,12,lot_006,0.11078208847294348
wafer_001320,local,8,lot_094,0.07380729893311795
wafer_001321,edge-ring,8,lot_063,0.03859062587534519
wafer_001322,none,6,lot_022,0.0
wafer_001323,edge-ring,12,lot_098,0.16712894595447536
wafer_001324,edge-loc,8,lot_001,0.012497528642644373
wafer_001325,none,8,lot_056,0.0
wafer_001326,edge-ring,6,lot_065,0.09121951437424473
wafer_001327,scratch,12,lot_075,0.12432026827919103
wafer_001328,local,8,lot_013,0.07860529366572597
wafer_001329,scratch,12,lot_071,0.29381052682135556
wafer_001330,edge-ring,6,lot_090,0.03098835650270554
wafer_001331,random,8,lot_019,0.08283918250224181
wafer_001332,scratch,6,lot_043,0.07673265971490263
wafer_001333,local,12,lot_069,0.034927879989447845
wafer_001334,edge-ring,12,lot_074,0.18901492346259563
wafer_001335,scratch,12,lot_033,0.1848125918489183
wafer_001336,none,8,lot_081,0.0
wafer_001337,none,6,lot_062,0.0
wafer_001338,edge-loc,8,lot_093,0.27385630746831535
wafer_001339,random,12,lot_043,0.16794609517754003
wafer_001340,none,8,lot_070,0.0
wafer_001341,edge-ring,6,lot_060,0.12825820094746138
wafer_001342,edge-loc,8,lot_089,0.14533960891508738
wafer_001343,donut,8,lot_072,0.03818613958562019
wafer_001344,center,8,lot_011,0.22993527827187224
wafer_001345,donut,8,lot_068,0.2768485327239121
wafer_001346,edge-ring,6,lot_011,0.0872540726187129
wafer_001347,donut,6,lot_068,0.1789398611253259
wafer_001348,edge-ring,8,lot_067,0.1346561661945278
wafer_001349,local,6,lot_014,0.18862108798419644
wafer_001350,random,8,lot_047,0.21779836965719687
wafer_001351,center,12,lot_055,0.10434363332333993
wafer_001352,center,8,lot_051,0.038302536410481675
wafer_001353,edge-ring,6,lot_071,0.022401864401465212
wafer_001354,near-full,8,lot_098,0.2935845831790305
wafer_001355,edge-ring,12,lot_073,0.16178124641756764
wafer_001356,edge-ring,12,lot_097,0.12527516191847068
wafer_001357,edge-ring,6,lot_019,0.25180868469293843
wafer_001358,edge-loc,6,lot_023,0.2955291255883371
wafer_001359,none,6,lot_032,0.0
wafer_001360,near-full,6,lot_014,0.09522571370196417
wafer_001361,local,6,lot_037,0.12161529574353176
wafer_001362,edge-loc,8,lot_014,0.11942884237463437
wafer_001363,scratch,8,lot_077,0.011889460294320957
wafer_001364,none,12,lot_056,0.0
wafer_001365,scratch,8,lot_046,0.13336065702783215
wafer_001366,edge-loc,6,lot_082,0.049022747120077856
wafer_001367,near-full,8,lot_040,0.09054123768140707
wafer_001368,random,6,lot_051,0.2164091581859096
wafer_001369,scratch,6,lot_076,0.02247683560926105
wafer_001370,random,6,lot_041,0.23934103980516183
wafer_001371,edge-ring,6,lot_061,0.20375578856656698
wafer_001372,edge-ring,6,lot_033,0.05502434376532748
wafer_001373,center,8,lot_017,0.1755312644035036
wafer_001374,edge-ring,6,lot_084,0.22841369031983835
wafer_001375,local,6,lot_095,0.11352797815355553
wafer_001376,none,8,lot_079,0.0
wafer_001377,random,6,lot_027,0.29585602618757384
wafer_001378,center,8,lot_009,0.14181828522782172
wafer_001379,local,6,lot_032,0.11390836774411554
wafer_001380,none,8,lot_069,0.0
wafer_001381,random,8,lot_063,0.24739632821151722
wafer_001382,edge-ring,8,lot_047,0.05070829248582516
wafer_001383,local,12,lot_048,0.03579392566470552
wafer_001384,local,8,lot_028,0.17287662530800835
wafer_001385,edge-loc,8,lot_014,0.06865747971767094
wafer_001386,edge-loc,8,lot_080,0.24028337805811725
wafer_001387,edge-ring,12,lot_047,0.1997427832934549
wafer_001388,edge-loc,6,lot_066,0.24389773508375687
wafer_001389,edge-loc,8,lot_087,0.28922974218132236
wafer_001390,local,12,lot_095,0.2619861350217103
wafer_001391,none,12,lot_086,0.0
wafer_001392,edge-ring,6,lot_089,0.07081805148994168
wafer_001393,scratch,6,lot_064,0.19012730186535753
wafer_001394,random,6,lot_015,0.1438927064271041
wafer_001395,local,8,lot_057,0.2907831217407381
wafer_001396,local,6,lot_030,0.22697754079387705
wafer_001397,center,8,lot_008,0.07161599901188306
wafer_001398,none,6,lot_078,0.0
wafer_001399,random,6,lot_004,0.19248726543897499
wafer_001400,local,6,lot_047,0.1948143629986738
wafer_001401,edge-ring,6,lot_029,0.17516943560054732
wafer_001402,edge-loc,8,lot_004,0.06218184758622747
wafer_001403,donut,8,lot_092,0.1108046930681575
wafer_001404,random,12,lot_040,0.23014592957556476
wafer_001405,near-full,8,lot_021,0.051192129113748396
wafer_001406,none,8,lot_018,0.0
wafer_001407,local,6,lot_097,0.2690519691083053
wafer_001408,none,8,lot_087,0.0
wafer_001409,center,8,lot_013,0.22956298734119918
wafer_001410,edge-loc,8,lot_011,0.020647861113671673
wafer_001411,none,8,lot_047,0.0
wafer_001412,scratch,6,lot_040,0.20737392027449036
wafer_001413,center,12,lot_052,0.2626958600789114
wafer_001414,edge-loc,8,lot_048,0.047771207495812845
wafer_001415,edge-loc,8,lot_025,0.1508114875530112
wafer_001416,edge-loc,12,lot_036,0.27125842453295185
wafer_001417,local,8,lot_080,0.17460467163482774
wafer_001418,scratch,8,lot_014,0.2709382577834493
wafer_001419,random,12,lot_016,0.09068960112076935
wafer_001420,scratch,12,lot_012,0.049849348944102305
wafer_001421,local,8,lot_035,0.22732473668113407
wafer_001422,random,6,lot_084,0.2333144272443868
wafer_001423,edge-loc,8,lot_062,0.18811977281375264
wafer_001424,center,6,lot_085,0.03475330845960014
wafer_001425,scratch,6,lot_075,0.1705611803558622
wafer_001426,random,8,lot_005,0.2656277226812136
wafer_001427,none,6,lot_042,0.0
wafer_001428,none,8,lot_008,0.0
wafer_001429,edge-ring,6,lot_067,0.13341380854006113
wafer_001430,edge-loc,12,lot_036,0.19510971137539243
wafer_001431,edge-loc,6,lot_047,0.27766852619514837
wafer_001432,edge-loc,8,lot_027,0.06334792188415506
wafer_001433,donut,12,lot_025,0.038599640536363125
wafer_001434,local,8,lot_066,0.07535374941813666
wafer_001435,none,8,lot_075,0.0
wafer_001436,local,8,lot_062,0.2287647368373605
wafer_001437,edge-ring,12,lot_069,0.07453798024443976
wafer_001438,center,8,lot_067,0.02176486568393205
wafer_001439,center,6,lot_056,0.2578803835338388
wafer_001440,edge-loc,8,lot_071,0.16936991873004695
wafer_001441,scratch,12,lot_049,0.27391596521366374
wafer_001442,none,6,lot_096,0.0
wafer_001443,near-full,8,lot_040,0.2282844556744259
wafer_001444,none,6,lot_042,0.0
wafer_001445,none,8,lot_056,0.0
wafer_001446,local,12,lot_003,0.11630359500025685
wafer_001447,edge-loc,12,lot_045,0.07388660029187631
wafer_001448,center,8,lot_074,0.25616956109840433
wafer_001449,edge-ring,12,lot_071,0.23126806386644047
wafer_001450,edge-ring,12,lot_023,0.16822576000856732
wafer_001451,edge-ring,12,lot_095,0.2149134197306038
wafer_001452,center,12,lot_097,0.07434440869819679
wafer_001453,edge-ring,6,lot_048,0.14304143658194413
wafer_001454,center,12,lot_072,0.29204452852792584
wafer_001455,near-full,12,lot_070,0.21988309974379133
wafer_001456,local,8,lot_029,0.04553939150314736
wafer_001457,center,8,lot_002,0.06980017916090425
wafer_001458,local,6,lot_006,0.07537543373448996
wafer_001459,edge-loc,6,lot_062,0.18087906020544287
wafer_001460,center,8,lot_040,0.1794176341839037
wafer_001461,local,8,lot_023,0.19613429060574133
wafer_001462,edge-ring,8,lot_057,0.16469849073276654
wafer_001463,none,8,lot_072,0.0
wafer_001464,edge-loc,8,lot_037,0.15585561741585743
wafer_001465,donut,6,lot_087,0.21721580238277058
wafer_001466,none,8,lot_087,0.0
wafer_001467,edge-ring,12,lot_007,0.018911685440354917
wafer_001468,none,8,lot_012,0.0
wafer_001469,edge-loc,6,lot_007,0.2656197743592978
wafer_001470,near-full,6,lot_050,0.2812703863397377
wafer_001471,donut,6,lot_075,0.018907340484858495
wafer_001472,center,6,lot_079,0.17151283882880555
wafer_001473,random,8,lot_060,0.07877340699837841
wafer_001474,edge-ring,8,lot_049,0.20073374653793666
wafer_001475,center,6,lot_065,0.1579296834536056
wafer_001476,none,6,lot_001,0.0
wafer_001477,edge-ring,8,lot_084,0.14773349477733932
wafer_001478,random,6,lot_064,0.23379012032173027
wafer_001479,edge-ring,8,lot_076,0.1965444186620719
wafer_001480,local,8,lot_099,0.06127902010518303
wafer_001481,random,6,lot_054,0.17574976071966492
wafer_001482,local,8,lot_058,0.25564249184034765
wafer_001483,edge-ring,8,lot_034,0.07627692212942963
wafer_001484,edge-loc,12,lot_093,0.09982886361538632
wafer_001485,edge-loc,8,lot_004,0.015923676638201475
wafer_001486,edge-ring,12,lot_057,0.28276499916375997
wafer_001487,edge-ring,6,lot_078,0.08852871309462836
wafer_001488,edge-ring,6,lot_080,0.06486265623628097
wafer_001489,none,6,lot_007,0.0
wafer_001490,edge-ring,12,lot_090,0.22726277742103165
wafer_001491,edge-loc,12,lot_025,0.25024053503780663
wafer_001492,random,6,lot_046,0.20030436132967275
wafer_001493,local,6,lot_026,0.03433736985318064
wafer_001494,edge-ring,8,lot_059,0.122580620290164
wafer_001495,local,8,lot_022,0.06411452297902015
wafer_001496,edge-loc,6,lot_070,0.09411627685251979
wafer_001497,none,12,lot_007,0.0
wafer_001498,random,8,lot_093,0.24149511178533756
wafer_001499,near-full,8,lot_060,0.10668640180723593
wafer_001500,edge-ring,8,lot_019,0.039786188857128035
wafer_001501,local,12,lot_094,0.013296084320546946
wafer_001502,random,12,lot_091,0.03638053681230912
wafer_001503,random,6,lot_058,0.11916940106530644
wafer_001504,local,6,lot_078,0.09212043457102538
wafer_001505,local,6,lot_056,0.18183959014693685
wafer_001506,local,8,lot_053,0.027401900597571853
wafer_001507,center,8,lot_006,0.02449599369032471
wafer_001508,none,6,lot_037,0.0
wafer_001509,none,8,lot_022,0.0
wafer_001510,edge-loc,8,lot_073,0.06882201235802526
wafer_001511,edge-ring,12,lot_078,0.21924252760161012
wafer_001512,near-full,6,lot_050,0.148651739002656
wafer_001513,donut,8,lot_079,0.26089986282058747
wafer_001514,local,6,lot_088,0.023562404983189303
wafer_001515,random,6,lot_015,0.19853798273466175
wafer_001516,near-full,6,lot_060,0.28664206891975014
wafer_001517,random,6,lot_070,0.23032548418413656
wafer_001518,edge-ring,8,lot_016,0.03266042399611022
wafer_001519,scratch,8,lot_067,0.22069591914615164
wafer_001520,local,8,lot_067,0.2112129374038236
wafer_001521,center,8,lot_075,0.1781398895304771
wafer_001522,edge-loc,12,lot_085,0.2695094632277236
wafer_001523,local,6,lot_074,0.14404960983871276
wafer_001524,center,8,lot_086,0.047109530565247075
wafer_001525,local,8,lot_012,0.09595253893152178
wafer_001526,none,8,lot_016,0.0
wafer_001527,random,8,lot_096,0.06788770219320002
wafer_001528,local,8,lot_068,0.07873080991517473
wafer_001529,local,6,lot_058,0.19083210815936394
wafer_001530,random,8,lot_039,0.14647078757980925
wafer_001531,near-full,8,lot_084,0.20613661608893555
wafer_001532,edge-ring,12,lot_061,0.08460058179091942
wafer_001533,edge-ring,6,lot_008,0.01626167759587989
wafer_001534,edge-ring,8,lot_028,0.27141867605579356
wafer_001535,edge-loc,6,lot_006,0.20121761456139436
wafer_001536,edge-ring,8,lot_014,0.2551150351622021
wafer_001537,none,8,lot_004,0.0
wafer_001538,scratch,8,lot_066,0.23364228015398295
wafer_001539,edge-loc,6,lot_047,0.25064869239470183
wafer_001540,none,6,lot_048,0.0
wafer_001541,local,8,lot_009,0.20115818106567454
wafer_001542,random,6,lot_018,0.08283183479672644
wafer_001543,center,12,lot_079,0.07049646554721888
wafer_001544,edge-ring,8,lot_093,0.06107806863639454
wafer_001545,edge-loc,6,lot_040,0.25622159684875623
wafer_001546,edge-loc,12,lot_089,0.09254217000282002
wafer_001547,local,6,lot_054,0.05126625373469141
wafer_001548,center,12,lot_080,0.2590525838832003
wafer_001549,local,12,lot_072,0.21347983569502912
wafer_001550,none,8,lot_076,0.0
wafer_001551,donut,6,lot_063,0.04847212191038379
wafer_001552,none,8,lot_032,0.0
wafer_001553,local,6,lot_022,0.14816851123220043
wafer_001554,scratch,6,lot_090,0.1264038734198099
wafer_001555,edge-loc,6,lot_076,0.27150789269199027
wafer_001556,edge-ring,8,lot_036,0.2811079495903422
wafer_001557,near-full,6,lot_081,0.15430907305848882
wafer_001558,edge-loc,6,lot_063,0.13795134148426652
wafer_001559,random,8,lot_084,0.039461404957355464
wafer_001560,edge-ring,8,lot_004,0.16575031112008476
wafer_001561,random,6,lot_099,0.1981201706255914
wafer_001562,scratch,8,lot_007,0.17526361954024336
wafer_001563,edge-loc,6,lot_008,0.2831169985748619
wafer_001564,edge-loc,6,lot_011,0.09136944252971531
wafer_001565,local,8,lot_064,0.01538062707859094
wafer_001566,local,8,lot_083,0.10929048011482219
wafer_001567,random,8,lot_084,0.016995352128858103
wafer_001568,local,6,lot_082,0.04939178661270849
wafer_001569,local,12,lot_068,0.029434548776564956
wafer_001570,local,12,lot_025,0.20592339377690336
wafer_001571,donut,6,lot_084,0.020034280971480363
wafer_001572,local,12,lot_003,0.10166765086427407
wafer_001573,local,12,lot_094,0.1493372008542631
wafer_001574,none,8,lot_088,0.0
wafer_001575,scratch,8,lot_081,0.05441756932488302
wafer_001576,edge-loc,6,lot_059,0.13386819326605479
wafer_001577,scratch,8,lot_018,0.26596147691853145
wafer_001578,local,12,lot_027,0.19877308820578096
wafer_001579,scratch,8,lot_034,0.11508537130041491
wafer_001580,local,8,lot_097,0.025684924158692016
wafer_001581,edge-ring,8,lot_026,0.23401164885980716
wafer_001582,edge-ring,12,lot_037,0.13260352324792768
wafer_001583,donut,8,lot_057,0.20841832322996215
wafer_001584,local,6,lot_067,0.2334071478692044
wafer_001585,edge-ring,12,lot_012,0.10470030827012207
wafer_001586,local,8,lot_094,0.21662997719029997
wafer_001587,random,8,lot_033,0.2780964999854445
wafer_001588,donut,12,lot_002,0.228824099085162
wafer_001589,scratch,6,lot_076,0.19987569392342314
wafer_001590,none,8,lot_005,0.0
wafer_001591,edge-loc,8,lot_010,0.18724789714670992
wafer_001592,edge-loc,8,lot_079,0.20222395240989086
wafer_001593,donut,6,lot_096,0.2717403041850678
wafer_001594,donut,8,lot_037,0.11157778844279909
wafer_001595,edge-loc,6,lot_055,0.09018314774355769
wafer_001596,random,8,lot_091,0.22737399433025815
wafer_001597,edge-ring,6,lot_020,0.14232745635551794
wafer_001598,scratch,8,lot_062,0.1635739522101855
wafer_001599,edge-loc,6,lot_061,0.21490817405811918
wafer_001600,edge-ring,6,lot_076,0.22072102226300194
wafer_001601,none,12,lot_007,0.0
wafer_001602,center,6,lot_003,0.07752728101927765
wafer_001603,edge-loc,6,lot_028,0.285642417644862
wafer_001604,donut,8,lot_004,0.07646443922650363
wafer_001605,scratch,12,lot_082,0.27097576901757575
wafer_001606,none,8,lot_045,0.0
wafer_001607,center,6,lot_010,0.11527345188071315
wafer_001608,random,6,lot_089,0.17614238494015846
wafer_001609,edge-loc,6,lot_031,0.18579071513894338
wafer_001610,edge-ring,8,lot_072,0.18944587720167788
wafer_001611,edge-loc,6,lot_091,0.0902318149605385
wafer_001612,random,8,lot_078,0.20958216278007516
wafer_001613,local,8,lot_015,0.09499627501004455
wafer_001614,local,8,lot_020,0.26023639897547435
